name
ADAMTS4
ADAMTS9
ADM
AKT2
ARHGEF2
Apoptosis
BAX
BCL2
BCL2A1
BCL2L11
BRAF
BSG
BTK
BTRC
CAV1
CCL2
CCNA2
CCND1
CCND2
CD14
CDKN1A
CREB1
CSF2
CTNNB1
CTSK
CXCL12
CXCL16
CXCL8
CXCR6
ARRB1
DKK1
DUSP4
DYNLRB1
ELK1
EPHB3
FADD
FASL
FLIP
FOS
FOXO1
FOXO3
GAB1
GRB2
BLNK
GRP78
GSK3B
HLA-DRB1
HSPA5
ICAM1
IKBKE
IKK
IL12A
IL17A
IL17RA
IL18
IL18R
IL1A
IL1R1
IL1B
IL1RN
IL26
IL32
IL33
IL34
IL6
IL6R
IL6ST
IL7
IRAK1
IRAK4
IRF1
IRF3
JAK1
JAK2
JUN
JUNB
LTBP1
MAP2K3
MAP2K4
MAP2K6
MAP2K7
MAP3K1
MAP3K14
MAP3K2,3,4
MAP3K5
MAP3K7
MAP3K8
MAP4K4
MAPK1
MAPK14
MAPK3
MAPK8
MAPKAPK2
MIR10a
MIR124A
MIR146A
MIR155
MIR192
MIR203A
MIR221
MIR338-5P
MIR346
MIR34A
MIR451A
MIR650
MMP1
MMP13
MMP3
MMP9
MYD88
NFKB1
MAP38K
NRAS
PDGFA
PDGFRA
PLA2G2A
PMAIP1
PP2A
PTEN
PTGS2
PTPN11
RAC1,2
RAF1
RANKL
RDX
RPS6KB1
SARM1
SHC2
SMAD7
SOS1
STAT1
STAT3
TBK1
TCF
LEF
TGFB1
TGFBR1
THBS1
TICAM1
TIRAP
TLR2,4
TNF
TNFRSF1A
TNFRSF1B
TNFRSF10A
TNFRSF10B
TNFSF11
TP53
TP73
TRAF2
TRAF3
TRAF3IP2
TRAF6
VEGFA
WNT5A
YAP1
YWHAQ
YY1
ZC3H12A
cGAS
Cell growth
Angiogenesis
Inflammation 
Osteoclastogenesis
Bone Erosion
Matrix Degradation
Cell Chemotaxis
Hypoxia
CXCL9
CXCL10
CXCL11
CXCL2
CCL5
HIF1A
HIF1
IL15
H19
PDK1
L_Lact2r
VDAC
PHD2
GLCt1r
FBA
SDH
FUMm
ROS
NOX2
SDF-1
CI_Mitocore
CII_MitoCore
CIII_MitoCore
CIV_MitoCore
CV_MitoCore
G6PDH2r
TKT1
GSSG
GSH
GLN
GLS
GLU
ASCT2
CASP3
CASP9
BAK
APAF1
BNIP3
