name
ABL1
ARHGDIB
Apoptosis
BCL2A1
BCL2L1
BCL2L11
BLNK
CALCINEURIN
CALM1
CALM1,3
CASP3
CCL2
CCL5
CCNH
CCNH/CDK7
CD14
CD28
CD3E
CD40
CD86
CDC2
CDK7
COMP
CSF2
CTNNB1
CTNND1
CTSK
CXCL10
CXCL12
CXCL16
CXCR4
CXCR6
DAXX
DOCK2
CRKL
DYNLRB1
EGF
EGFR
ELK1
EPHA4
EPHB3
ETS1
FGF1
FGF1/FGFR1
FGFR1
FLIP
FN1
FOS
FOXO1
FYN
FZD5
GRP78
HCST
HSPA5
ICAM2,3
IFNB1
IL17A
IL17F
IL1A
IL1B
IL1RN
IL34
IL35
IL6
IQGAP2
ITAM
ITGAV
JAK3
JUNB
JUND
LBP
LCK
LCP2
LEFTY2
MAP2K1
MAP2K3
MAP2K4
MAP2K6
MAP3K2,3,4
MAPK7
MAX
MEF2C
MET
MIR146A
MIR155
MMP1
MMP13
MMP3
MMP9
MYD88
MYL6,9
NFAT5
NFATC1
NRF1
OSCAR
PARD3
PDGFRA
PERP
PHKA2
PIK3AP1
PIK3R5
PLXNB1
PPP3CB
PRKCD
PTGS2
PTPN6
PVRL1,3/PTPRC
PXN
RAC1,2
RDX
RHOA
RPS6KA5
SH2D1A
SHC2
SRC
STAT1
TAP1,2
TGFB1/TGFBR1
TGFBR1
THBS1
TIRAP
TNF
TNFAIP3
TNFRSF1A
TNFRSF1B
TRAF3
TRAF3IP2
TRAF6
TYROBP
VAV1,2
VEGFA
VEGFC
WNT
FRIZZLED
BSG
IL7
STAT4
STMN1
DDIT3
RPS6KA1
