name
ABCB5
ABCC5
ACAP1
ACKR3
ACKR4
activinA
ACVR1B
ADAM19
ADAMTS2
ADCY1
ADGRE5
ADRB1
AFAP1L1
AHRR
AK8
AKR1C3
AKT1
ALDH1A1
ALDH5A1
ALK
ALOX5
ALOX5AP
ANKRD22
AP-1
APOBEC3A
APOBEC3B
APOC1
APOE
APOL4
AQP3
AQP9
AREG
AREG
ARMC9
ARMH1
ARNTL2
ASRGL1
ATP12A
ATP6V0D2
ATP8A1
ATP8B2
BAALC
BAD
BATF3
BAX
BCL2
BCL2
BCL2L1
BCL2L1
BCL3
BCL3
BEX3
BNC2
BTG1
C/EBPb
C11orf96
C15orf48
C3
C5a
C5AR1
C5orf42
CAB39L
CACNA2D3
CACUL1
CALHM6
CALHM6-AS1
CAMTA1
CASP3
CASP7
CCL18
CCL18
CCL2
CCL2
CCL20
CCL3
CCL4
CCL5
CCL5
CCL5
CCND2
CCR2
CCR2
CCR7
CD14
CD163L1
CD16a
CD1B
CD1C
CD1E
CD2
CD22
CD32a
CD32b
CD40
CD40
CD40LG
CD59
CD64
CD69
CD80
CD80
CD84
CD84
CD86
CDCA7L
CDKN2D
CEMIP
CETP
cFLIP
c-FOS
c-Jun
CLEC12B
CLEC4D
CLEC5A
CLU
CMBL
CMTM8
cMYC
c-MYC
CNIH3
CNKSR3
CNRIP1
COBLL1
COL23A1
col4a3
COX2
CREB1
CREB1
CRHBP
CRIP1
CRIP2
CRISPLD2
CRYBB1
CSF1
CSF1R
CSF1R
CSF2
CSF2R
CSL
CSPG4
CTLA4
CTSF
CTSK
CTTNBP2
CX3CR1
CXCL1
CXCL10
CXCL10
CXCL10
CXCL11
CXCL11
CXCL12
CXCL13
CXCL16
CXCL9
CXCL9
CXCR1
CXCR1
CYGB
CYP1B1
CYP27A1
CypA
CYTL1
DEFB1
DKK2
DLL1
DNAJB5
DNM3
DPP4
DPYSL3
DUSP1
DUSP4
E2F4
ECE1
EDA
EDA
EDN1
EEPD1
EGLN3
EGR1
EGR3
ENHO
ENPP2
EPAS1
EPHB1
EPHB1
EPHB2
EPHX1
ETS1
ETV7
EVC
F5
FABP4
FADD
FADD
FAM174B
FAM20A
FAM213B
FARP1
FAS
FAS
FAS
FASL
FASL
FASL
FASL
FAXDC2
FBLIM1
FCAR
FCER2
FCGR1A
FCGR1B
FCGR1CP
FCMR
FCN1
FHAD1
FKBP5
FLT1
FN1
FNDC5
FOLR2
FOS
FOSB
FOXO3
FPR1
FPR2
FUCA1
FYN
FZD1
GABBR1
GALNT14
GALR2
GAPLINC
GATA3
GATM
GBP1
GBP1P1
GBP2
GBP4
GBP5
GCH1
GCNT7
GDF15
GH1
GLDN
GPRC5B
GRAMD4
GREB1
GRIP1
GSK3b
H19
HBGEF
HBGEF
HCK
HDGFL3
HES1
HEY1
hif1a
HIF1b
HIST1H3E
HIST1H4A
HIST2H4B
HLA-DOB
HLA-DRB1
HMGB1
HMGN2P46
HPGD
HRAS
HS3ST2
HSD17B14
HSF4
HSH2D
HTR2B
IBSP
ICAM1
ICAM3
ICOSLG
IFI27
IFITM1
IFNa
IFNb
IFNg
IFNg
IGF1
IGF1R
IgG
IKK2
IKKE
IL10
IL10R1
IL10R2
IL12
IL12RB1
IL12RB1
IL12RB2
IL15
IL15
IL17RC
IL18
IL18
IL18R1
IL18R1
IL1B
IL1B
IL1R
IL1R2
IL23
IL23R
IL31RA
IL32
IL32
IL3RA
IL4R
IL6
IL6R
IL6ST
IL8
IL8
INHBA
IQCD
IQCK
IRAG1
IRAK3
IRAK3
IRAK4
irf4
IRF5
IRF7
IRF7
IRF9
ISG20
ITGA1
ITGA7
ITGAV
ITGB1
ITGB1
ITGB2-AS1
ITGB7
ITM2A
ITPR1-AS1
JAG1
JAG1
JAK1
JAK1
JAK2
JAK2
JAKMIP2
JNK1
KBTBD7
KCNIP2
KCNJ15
KCNJ5
KCP
KITLG
KLF4
KLF4
KLHDC8B
KLHL13
KREMEN1
KYAT1
LACC1
LAMP3
LEP
LGALS9
LGR4
LILRA3
LILRB1
